pid,lat,lon,coords,points
4363908030,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4344111861,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4260185430,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4297640647,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4260246314,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4316807030,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4372891925,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4373652128,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4363859670,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4289291548,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4316789318,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4363163071,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4344912894,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4316843678,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4344895340,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4297668881,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4260225370,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4344916632,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4297651213,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4260205632,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4373666820,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4363903770,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4372858783,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4298398862,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4288551899,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4298391998,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4344125645,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4297655747,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4289289752,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4372873383,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4373669560,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4363918024,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4289321724,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4289276764,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4316834354,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4316120713,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4344132179,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4298380092,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4297618903,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4373601336,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4363885646,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4297642883,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4363916060,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4372843673,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4297649007,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4259483093,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4344151089,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4297630313,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4363154559,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4316088887,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4373659262,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4372882829,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4316816136,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4344115437,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4297616025,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4259511225,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4363874830,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4344170647,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4372861235,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4344182379,51.4733,-3.20351,POINT (-3.20351 51.4733),POINT (-3.20351 51.4733)
4344156989,51.4733,-3.20356,POINT (-3.20356 51.4733),POINT (-3.20356 51.4733)
4344119611,51.4733,-3.20356,POINT (-3.20356 51.4733),POINT (-3.20356 51.4733)
4344162753,51.4733,-3.20356,POINT (-3.20356 51.4733),POINT (-3.20356 51.4733)
4269707399,51.4914,-3.15561,POINT (-3.15561 51.4914),POINT (-3.15561 51.4914)
4269721541,51.4912,-3.15165,POINT (-3.15165 51.4912),POINT (-3.15165 51.4912)
4269713369,51.4902,-3.15683,POINT (-3.15683 51.4902),POINT (-3.15683 51.4902)
4248959925,51.4902,-3.15715,POINT (-3.15715 51.4902),POINT (-3.15715 51.4902)
4347585374,51.5057,-0.122909,POINT (-0.122909 51.5057),POINT (-0.122909 51.5057)
4346818985,51.5079,-0.120849,POINT (-0.120849 51.5079),POINT (-0.120849 51.5079)
4346833537,51.5062,-0.125656,POINT (-0.125656 51.5062),POINT (-0.125656 51.5062)
4345636227,51.5053,-0.123596,POINT (-0.123596 51.5053),POINT (-0.123596 51.5053)
4292449166,53.4054,-2.22439,POINT (-2.22439 53.4054),POINT (-2.22439 53.4054)
4346343236,51.504,-0.119476,POINT (-0.119476 51.504),POINT (-0.119476 51.504)
4346351596,51.5066,-0.119476,POINT (-0.119476 51.5066),POINT (-0.119476 51.5066)
4354607474,53.4815,-2.24979,POINT (-2.24979 53.4815),POINT (-2.24979 53.4815)
4345614567,51.5066,-0.117416,POINT (-0.117416 51.5066),POINT (-0.117416 51.5066)
4345630921,51.5063,-0.12714,POINT (-0.12714 51.5063),POINT (-0.12714 51.5063)
4253942339,51.5063,-0.12714,POINT (-0.12714 51.5063),POINT (-0.12714 51.5063)
4346368348,51.5063,-0.12714,POINT (-0.12714 51.5063),POINT (-0.12714 51.5063)
4346847141,51.5063,-0.12714,POINT (-0.12714 51.5063),POINT (-0.12714 51.5063)
4346825195,51.5063,-0.12714,POINT (-0.12714 51.5063),POINT (-0.12714 51.5063)
4350683842,51.5063,-0.12714,POINT (-0.12714 51.5063),POINT (-0.12714 51.5063)
4325863037,51.5391,-0.15089,POINT (-0.15089 51.5391),POINT (-0.15089 51.5391)
4353834341,53.4796,-2.24881,POINT (-2.24881 53.4796),POINT (-2.24881 53.4796)
4377981666,53.4796,-2.24881,POINT (-2.24881 53.4796),POINT (-2.24881 53.4796)
4377220519,53.4796,-2.24881,POINT (-2.24881 53.4796),POINT (-2.24881 53.4796)
4377175471,53.4796,-2.24881,POINT (-2.24881 53.4796),POINT (-2.24881 53.4796)
4354558748,53.481,-2.24773,POINT (-2.24773 53.481),POINT (-2.24773 53.481)
4293516679,51.4967,-0.142822,POINT (-0.142822 51.4967),POINT (-0.142822 51.4967)
4294235250,51.4967,-0.142822,POINT (-0.142822 51.4967),POINT (-0.142822 51.4967)
4293478245,51.4967,-0.142822,POINT (-0.142822 51.4967),POINT (-0.142822 51.4967)
4294190014,51.4967,-0.142822,POINT (-0.142822 51.4967),POINT (-0.142822 51.4967)
4294203256,51.4967,-0.142822,POINT (-0.142822 51.4967),POINT (-0.142822 51.4967)
4292463192,53.4042,-2.22387,POINT (-2.22387 53.4042),POINT (-2.22387 53.4042)
4292481888,53.4044,-2.22216,POINT (-2.22216 53.4044),POINT (-2.22216 53.4044)
4353885903,53.4821,-2.24945,POINT (-2.24945 53.4821),POINT (-2.24945 53.4821)
4292457436,53.4061,-2.22284,POINT (-2.22284 53.4061),POINT (-2.22284 53.4061)
4291599447,53.3329,-2.07974,POINT (-2.07974 53.3329),POINT (-2.07974 53.3329)
4292353028,53.3333,-2.07916,POINT (-2.07916 53.3333),POINT (-2.07916 53.3333)
4341501533,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4341494587,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4341496985,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4341500929,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4341499707,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4342235558,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4341498753,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4341497313,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4341498455,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4342234964,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4341500821,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4341495743,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4342235306,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4341499223,54.0724,-2.86026,POINT (-2.86026 54.0724),POINT (-2.86026 54.0724)
4282469974,55.9411,-3.14833,POINT (-3.14833 55.9411),POINT (-3.14833 55.9411)
4281716171,55.9411,-3.14833,POINT (-3.14833 55.9411),POINT (-3.14833 55.9411)
4282472604,55.9411,-3.14833,POINT (-3.14833 55.9411),POINT (-3.14833 55.9411)
4282466006,55.9411,-3.14833,POINT (-3.14833 55.9411),POINT (-3.14833 55.9411)
4281720325,55.9411,-3.14833,POINT (-3.14833 55.9411),POINT (-3.14833 55.9411)
4281713633,55.9411,-3.14833,POINT (-3.14833 55.9411),POINT (-3.14833 55.9411)
4282463342,55.9411,-3.14833,POINT (-3.14833 55.9411),POINT (-3.14833 55.9411)
4281723087,55.9411,-3.14833,POINT (-3.14833 55.9411),POINT (-3.14833 55.9411)
4281724281,55.9411,-3.14833,POINT (-3.14833 55.9411),POINT (-3.14833 55.9411)
4282471114,55.9411,-3.14833,POINT (-3.14833 55.9411),POINT (-3.14833 55.9411)
4281714945,55.9411,-3.14833,POINT (-3.14833 55.9411),POINT (-3.14833 55.9411)
4281717637,55.9411,-3.14833,POINT (-3.14833 55.9411),POINT (-3.14833 55.9411)
4281712383,55.9567,-3.13505,POINT (-3.13505 55.9567),POINT (-3.13505 55.9567)
4282476608,55.9414,-3.14637,POINT (-3.14637 55.9414),POINT (-3.14637 55.9414)
4281731161,55.9414,-3.14637,POINT (-3.14637 55.9414),POINT (-3.14637 55.9414)
4282473836,55.9414,-3.14637,POINT (-3.14637 55.9414),POINT (-3.14637 55.9414)
4282453238,55.9406,-3.14948,POINT (-3.14948 55.9406),POINT (-3.14948 55.9406)
4281710757,55.9406,-3.14948,POINT (-3.14948 55.9406),POINT (-3.14948 55.9406)
4281706453,55.9406,-3.14948,POINT (-3.14948 55.9406),POINT (-3.14948 55.9406)
4281707873,55.9406,-3.14948,POINT (-3.14948 55.9406),POINT (-3.14948 55.9406)
4309829713,51.5164,-0.130387,POINT (-0.130387 51.5164),POINT (-0.130387 51.5164)
4309831407,51.5148,-0.204384,POINT (-0.204384 51.5148),POINT (-0.204384 51.5148)
4310568750,51.5148,-0.204384,POINT (-0.204384 51.5148),POINT (-0.204384 51.5148)
4310567136,51.5158,-0.204888,POINT (-0.204888 51.5158),POINT (-0.204888 51.5158)
4309827649,51.5218,-0.071711,POINT (-0.071711 51.5218),POINT (-0.071711 51.5218)
4275044464,53.4016,-2.99307,POINT (-2.99307 53.4016),POINT (-2.99307 53.4016)
4278997821,53.4772,-2.25757,POINT (-2.25757 53.4772),POINT (-2.25757 53.4772)
4281242343,53.3801,-1.46792,POINT (-1.46792 53.3801),POINT (-1.46792 53.3801)
4278994993,53.478,-2.23195,POINT (-2.23195 53.478),POINT (-2.23195 53.478)
4274437819,53.4049,-2.99699,POINT (-2.99699 53.4049),POINT (-2.99699 53.4049)
4298173395,52.4769,-1.89252,POINT (-1.89252 52.4769),POINT (-1.89252 52.4769)
4275186564,53.408,-2.97988,POINT (-2.97988 53.408),POINT (-2.97988 53.408)
4275043632,53.3996,-2.97655,POINT (-2.97655 53.3996),POINT (-2.97655 53.3996)
4307505106,52.4773,-1.89653,POINT (-1.89653 52.4773),POINT (-1.89653 52.4773)
4279000543,53.4836,-2.24353,POINT (-2.24353 53.4836),POINT (-2.24353 53.4836)
4275185024,53.4031,-2.96944,POINT (-2.96944 53.4031),POINT (-2.96944 53.4031)
4279740292,53.4769,-2.25583,POINT (-2.25583 53.4769),POINT (-2.25583 53.4769)
4296420300,53.7985,-1.54137,POINT (-1.54137 53.7985),POINT (-1.54137 53.7985)
4275184324,53.4016,-2.99471,POINT (-2.99471 53.4016),POINT (-2.99471 53.4016)
4281989560,53.796,-1.5402,POINT (-1.5402 53.796),POINT (-1.5402 53.796)
4295674057,53.797,-1.5393,POINT (-1.5393 53.797),POINT (-1.5393 53.797)
4279742064,53.4768,-2.25399,POINT (-2.25399 53.4768),POINT (-2.25399 53.4768)
4274439947,53.4064,-2.9867,POINT (-2.9867 53.4064),POINT (-2.9867 53.4064)
4281988438,53.7957,-1.54259,POINT (-1.54259 53.7957),POINT (-1.54259 53.7957)
4274441435,53.4102,-2.97594,POINT (-2.97594 53.4102),POINT (-2.97594 53.4102)
4279743032,53.478,-2.24922,POINT (-2.24922 53.478),POINT (-2.24922 53.478)
4298175391,52.4777,-1.89269,POINT (-1.89269 52.4777),POINT (-1.89269 52.4777)
4295675849,53.8016,-1.5484,POINT (-1.5484 53.8016),POINT (-1.5484 53.8016)
4307502482,52.4796,-1.90307,POINT (-1.90307 52.4796),POINT (-1.90307 52.4796)
4279739382,53.4769,-2.25535,POINT (-2.25535 53.4769),POINT (-2.25535 53.4769)
4306762237,52.4755,-1.90467,POINT (-1.90467 52.4755),POINT (-1.90467 52.4755)
4274296591,53.3368,-2.85554,POINT (-2.85554 53.3368),POINT (-2.85554 53.3368)
4298174449,52.478,-1.89186,POINT (-1.89186 52.478),POINT (-1.89186 52.478)
4274297379,53.3378,-2.85613,POINT (-2.85613 53.3378),POINT (-2.85613 53.3378)
4307505988,52.4532,-1.73138,POINT (-1.73138 52.4532),POINT (-1.73138 52.4532)
4312493124,55.9514,-3.19547,POINT (-3.19547 55.9514),POINT (-3.19547 55.9514)
4274032738,51.3977,-1.30772,POINT (-1.30772 51.3977),POINT (-1.30772 51.3977)
4291547411,53.3522,-6.26976,POINT (-6.26976 53.3522),POINT (-6.26976 53.3522)
4291539873,53.3522,-6.26976,POINT (-6.26976 53.3522),POINT (-6.26976 53.3522)
4289376402,53.4553,-6.40503,POINT (-6.40503 53.4553),POINT (-6.40503 53.4553)
4246221828,51.7606,-1.26755,POINT (-1.26755 51.7606),POINT (-1.26755 51.7606)
4291539857,52.8603,-6.2144,POINT (-6.2144 52.8603),POINT (-6.2144 52.8603)
4291539855,52.8603,-6.2144,POINT (-6.2144 52.8603),POINT (-6.2144 52.8603)
4291539823,52.8603,-6.2144,POINT (-6.2144 52.8603),POINT (-6.2144 52.8603)
4291533229,52.8603,-6.2144,POINT (-6.2144 52.8603),POINT (-6.2144 52.8603)
4322580479,50.8803,-0.210456,POINT (-0.210456 50.8803),POINT (-0.210456 50.8803)
4322579167,50.8803,-0.210456,POINT (-0.210456 50.8803),POINT (-0.210456 50.8803)
4323312840,50.8803,-0.210456,POINT (-0.210456 50.8803),POINT (-0.210456 50.8803)
4251162229,53.3185,-1.10109,POINT (-1.10109 53.3185),POINT (-1.10109 53.3185)
4251167781,53.3181,-1.09857,POINT (-1.09857 53.3181),POINT (-1.09857 53.3181)
4251919132,53.3184,-1.10098,POINT (-1.10098 53.3184),POINT (-1.10098 53.3184)
4251890128,53.3158,-1.10053,POINT (-1.10053 53.3158),POINT (-1.10053 53.3158)
4251189367,53.318,-1.0972,POINT (-1.0972 53.318),POINT (-1.0972 53.318)
4251950512,53.3181,-1.0972,POINT (-1.0972 53.3181),POINT (-1.0972 53.3181)
4251199805,53.318,-1.09718,POINT (-1.09718 53.318),POINT (-1.09718 53.318)
4251945254,53.3183,-1.10022,POINT (-1.10022 53.3183),POINT (-1.10022 53.3183)
4251966590,53.318,-1.09725,POINT (-1.09725 53.318),POINT (-1.09725 53.318)
4251136279,53.3182,-1.10101,POINT (-1.10101 53.3182),POINT (-1.10101 53.3182)
4251898242,53.3169,-1.1002,POINT (-1.1002 53.3169),POINT (-1.1002 53.3169)
4376416962,53.1636,-1.20165,POINT (-1.20165 53.1636),POINT (-1.20165 53.1636)
4251108061,53.3177,-1.10279,POINT (-1.10279 53.3177),POINT (-1.10279 53.3177)
4251885254,53.3177,-1.10279,POINT (-1.10279 53.3177),POINT (-1.10279 53.3177)
4251151849,53.3184,-1.10099,POINT (-1.10099 53.3184),POINT (-1.10099 53.3184)
4251914160,53.3184,-1.1009,POINT (-1.1009 53.3184),POINT (-1.1009 53.3184)
4251183859,53.3181,-1.09748,POINT (-1.09748 53.3181),POINT (-1.09748 53.3181)
4251903686,53.3177,-1.10142,POINT (-1.10142 53.3177),POINT (-1.10142 53.3177)
4251928714,53.3184,-1.10079,POINT (-1.10079 53.3184),POINT (-1.10079 53.3184)
4251874616,53.3177,-1.10282,POINT (-1.10282 53.3177),POINT (-1.10282 53.3177)
4375650835,52.9534,-1.14972,POINT (-1.14972 52.9534),POINT (-1.14972 52.9534)
4368673660,51.5142,-0.104488,POINT (-0.104488 51.5142),POINT (-0.104488 51.5142)
4264052582,54.617,-5.87185,POINT (-5.87185 54.617),POINT (-5.87185 54.617)
4282293187,54.617,-5.87185,POINT (-5.87185 54.617),POINT (-5.87185 54.617)
4263295441,54.617,-5.87185,POINT (-5.87185 54.617),POINT (-5.87185 54.617)
4304291933,51.5118,-0.136792,POINT (-0.136792 51.5118),POINT (-0.136792 51.5118)
4252128832,51.5345,-0.122394,POINT (-0.122394 51.5345),POINT (-0.122394 51.5345)
4252129318,51.5345,-0.122394,POINT (-0.122394 51.5345),POINT (-0.122394 51.5345)
4365700883,51.5177,-0.095229,POINT (-0.095229 51.5177),POINT (-0.095229 51.5177)
4252125904,51.5351,-0.122373,POINT (-0.122373 51.5351),POINT (-0.122373 51.5351)
4309368791,51.532,-0.105528,POINT (-0.105528 51.532),POINT (-0.105528 51.532)
4309370355,51.5011,-0.09348,POINT (-0.09348 51.5011),POINT (-0.09348 51.5011)
4264016658,54.5964,-5.93472,POINT (-5.93472 54.5964),POINT (-5.93472 54.5964)
4366439466,51.527,-0.132737,POINT (-0.132737 51.527),POINT (-0.132737 51.527)
4246052206,51.5336,-0.121042,POINT (-0.121042 51.5336),POINT (-0.121042 51.5336)
4379405651,51.512,-0.079479,POINT (-0.079479 51.512),POINT (-0.079479 51.512)
4328701892,51.5311,-0.122673,POINT (-0.122673 51.5311),POINT (-0.122673 51.5311)
4346500821,51.5251,-0.110625,POINT (-0.110625 51.5251),POINT (-0.110625 51.5251)
4357541796,51.5028,-0.113103,POINT (-0.113103 51.5028),POINT (-0.113103 51.5028)
4307863008,51.4963,-0.099949,POINT (-0.099949 51.4963),POINT (-0.099949 51.4963)
4285763139,51.4963,-0.099949,POINT (-0.099949 51.4963),POINT (-0.099949 51.4963)
4307120377,51.5328,-0.106194,POINT (-0.106194 51.5328),POINT (-0.106194 51.5328)
4388501978,51.5068,-0.088008,POINT (-0.088008 51.5068),POINT (-0.088008 51.5068)
4387739149,51.5068,-0.088008,POINT (-0.088008 51.5068),POINT (-0.088008 51.5068)
4388503326,51.5068,-0.088008,POINT (-0.088008 51.5068),POINT (-0.088008 51.5068)
4327967107,51.5346,-0.12602,POINT (-0.12602 51.5346),POINT (-0.12602 51.5346)
4296659440,51.5303,-0.123896,POINT (-0.123896 51.5303),POINT (-0.123896 51.5303)
4398681693,51.5345,-0.121815,POINT (-0.121815 51.5345),POINT (-0.121815 51.5345)
4351506312,51.5348,-0.1213,POINT (-0.1213 51.5348),POINT (-0.1213 51.5348)
4344612776,51.4957,-0.100636,POINT (-0.100636 51.4957),POINT (-0.100636 51.4957)
4266370387,51.5103,-0.134303,POINT (-0.134303 51.5103),POINT (-0.134303 51.5103)
4341295457,51.5004,-0.094681,POINT (-0.094681 51.5004),POINT (-0.094681 51.5004)
4388499674,51.5111,-0.085626,POINT (-0.085626 51.5111),POINT (-0.085626 51.5111)
4263973306,54.6233,-5.86651,POINT (-5.86651 54.6233),POINT (-5.86651 54.6233)
4365698881,51.5178,-0.096495,POINT (-0.096495 51.5178),POINT (-0.096495 51.5178)
4264005282,54.5979,-5.92577,POINT (-5.92577 54.5979),POINT (-5.92577 54.5979)
4335383687,51.5104,-0.086925,POINT (-0.086925 51.5104),POINT (-0.086925 51.5104)
4385895464,51.5346,-0.122094,POINT (-0.122094 51.5346),POINT (-0.122094 51.5346)
4283036198,54.5972,-5.92884,POINT (-5.92884 54.5972),POINT (-5.92884 54.5972)
4278772266,51.8799,-0.378298,POINT (-0.378298 51.8799),POINT (-0.378298 51.8799)
4263219357,51.8799,-0.378298,POINT (-0.378298 51.8799),POINT (-0.378298 51.8799)
4328698714,51.4964,-0.098758,POINT (-0.098758 51.4964),POINT (-0.098758 51.4964)
4275236952,51.4964,-0.098758,POINT (-0.098758 51.4964),POINT (-0.098758 51.4964)
4307864594,51.4964,-0.098758,POINT (-0.098758 51.4964),POINT (-0.098758 51.4964)
4389496691,51.5121,-0.133655,POINT (-0.133655 51.5121),POINT (-0.133655 51.5121)
4373548522,53.3228,-6.22536,POINT (-6.22536 53.3228),POINT (-6.22536 53.3228)
4372799577,53.3228,-6.22536,POINT (-6.22536 53.3228),POINT (-6.22536 53.3228)
4372794661,53.3228,-6.22536,POINT (-6.22536 53.3228),POINT (-6.22536 53.3228)
4372798455,53.3228,-6.22536,POINT (-6.22536 53.3228),POINT (-6.22536 53.3228)
4372797215,53.3228,-6.22536,POINT (-6.22536 53.3228),POINT (-6.22536 53.3228)
4254807117,53.2075,-0.559616,POINT (-0.559616 53.2075),POINT (-0.559616 53.2075)
4345456811,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4345456961,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4346200902,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4345457293,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4346199960,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4345458025,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4345457971,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4345458063,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4346200696,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4346200332,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4346200032,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4345457225,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4345456855,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4346200264,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4345457177,51.4835,-3.18444,POINT (-3.18444 51.4835),POINT (-3.18444 51.4835)
4310426696,51.5194,-0.184621,POINT (-0.184621 51.5194),POINT (-0.184621 51.5194)
4312130898,51.5134,-0.178635,POINT (-0.178635 51.5134),POINT (-0.178635 51.5134)
4319007405,51.4858,-0.155493,POINT (-0.155493 51.4858),POINT (-0.155493 51.4858)
4319712572,51.4888,-0.154387,POINT (-0.154387 51.4888),POINT (-0.154387 51.4888)
4319007409,51.4852,-0.154463,POINT (-0.154463 51.4852),POINT (-0.154463 51.4852)
4241747545,55.9525,-3.19331,POINT (-3.19331 55.9525),POINT (-3.19331 55.9525)
4316812427,51.4923,-0.156115,POINT (-0.156115 51.4923),POINT (-0.156115 51.4923)
4316812433,51.4923,-0.156115,POINT (-0.156115 51.4923),POINT (-0.156115 51.4923)
4316812405,51.4923,-0.156115,POINT (-0.156115 51.4923),POINT (-0.156115 51.4923)
4306545835,51.5523,-0.192518,POINT (-0.192518 51.5523),POINT (-0.192518 51.5523)
4319668375,54.483,-3.05935,POINT (-3.05935 54.483),POINT (-3.05935 54.483)
4312130902,51.5143,-0.179879,POINT (-0.179879 51.5143),POINT (-0.179879 51.5143)
4314165565,51.5044,-0.160117,POINT (-0.160117 51.5044),POINT (-0.160117 51.5044)
4353843365,51.2798,1.0829,POINT (1.0829 51.2798),POINT (1.0829 51.2798)
4319670013,54.5029,-3.07205,POINT (-3.07205 54.5029),POINT (-3.07205 54.5029)
4319669149,54.5029,-3.07205,POINT (-3.07205 54.5029),POINT (-3.07205 54.5029)
4241748533,55.952,-3.19687,POINT (-3.19687 55.952),POINT (-3.19687 55.952)
4282487125,54.452,-2.89198,POINT (-2.89198 54.452),POINT (-2.89198 54.452)
4283231292,54.452,-2.89198,POINT (-2.89198 54.452),POINT (-2.89198 54.452)
4282486633,54.452,-2.89198,POINT (-2.89198 54.452),POINT (-2.89198 54.452)
4282486441,54.452,-2.89198,POINT (-2.89198 54.452),POINT (-2.89198 54.452)
4387462595,51.4639,-0.168045,POINT (-0.168045 51.4639),POINT (-0.168045 51.4639)
4316812395,51.4929,-0.156512,POINT (-0.156512 51.4929),POINT (-0.156512 51.4929)
4314166169,51.5041,-0.159301,POINT (-0.159301 51.5041),POINT (-0.159301 51.5041)
4314937566,51.5041,-0.159301,POINT (-0.159301 51.5041),POINT (-0.159301 51.5041)
4339256444,54.6945,-3.14054,POINT (-3.14054 54.6945),POINT (-3.14054 54.6945)
4316812431,51.4922,-0.154967,POINT (-0.154967 51.4922),POINT (-0.154967 51.4922)
4314166187,51.5024,-0.158454,POINT (-0.158454 51.5024),POINT (-0.158454 51.5024)
4310426644,51.5225,-0.187765,POINT (-0.187765 51.5225),POINT (-0.187765 51.5225)
4283229990,54.4394,-2.92562,POINT (-2.92562 54.4394),POINT (-2.92562 54.4394)
4282485763,54.4394,-2.92562,POINT (-2.92562 54.4394),POINT (-2.92562 54.4394)
4282485993,54.4394,-2.92562,POINT (-2.92562 54.4394),POINT (-2.92562 54.4394)
